v_bin,n_records,power_mean,power_std,power_p25,power_p75,Cp,year
17.25,121,2036.4511728746675,19.29813534319565,2029.493457031252,2047.993896484377,0.12265436947589903,2021
17.75,102,2039.225720446771,16.047080769480598,2033.0666158040385,2049.9007456461613,0.11273182786859294,2021
18.25,75,2043.8531340141637,13.98246071309009,2036.192677815757,2053.170643913885,0.10395308916739883,2021
18.75,83,2043.9630226124493,13.264905489047628,2038.2028625488306,2053.0276163737,0.09586179113689858,2021
19.25,50,2045.768146054652,12.38177949061792,2040.500144449872,2054.490216064455,0.08866261402282671,2021
19.75,52,2045.305038111492,10.567654297465662,2038.568274603951,2053.795535809063,0.08207919890717973,2021
20.25,28,2047.9058857985144,8.528348478946496,2043.4186899820984,2053.9926116943375,0.07624497605514112,2021
20.75,36,2047.1662590340193,9.652304692654152,2041.8274462469715,2052.5321539517136,0.07083944217370562,2021
21.25,21,2048.177745720125,10.407860931237407,2041.6466267903663,2054.528287760419,0.06598833351345526,2021
21.75,12,2044.2809698346039,20.664612329171447,2041.900333658857,2056.3100901285825,0.061424145394702534,2021
22.25,15,2047.955050983975,11.72211284584814,2041.6621215820333,2056.963727315269,0.05747866799568448,2021
22.75,11,2052.1504260470774,8.789786875207273,2048.456306966148,2057.016670244592,0.05388170253687926,2021
23.25,5,2057.176234201017,6.973320103180349,2056.456087239585,2062.143945312503,0.05060331259755333,2021
23.75,8,2049.3167025686703,15.600708961309502,2045.3589589436874,2057.242248114227,0.047292748949326266,2021
