turbine_id,AEP_MWh,Cp_max,v_mean
T01,6505.970705475319,0.45131944795100054,7.615319121183902
T02,6113.150384605357,0.44541263952456095,7.412552191471234
T04,6380.584573861471,0.45140771958820197,7.454431513961708
T05,6009.855350612768,0.44407814734603196,7.32228528182779
T06,6128.939034191642,0.44705842847133737,7.2966208327387445
