v_bin,n_records,power_mean,power_std,power_p10,power_p90,v_mean,Cp,turbine_id
15.75,447,2017.8432043394182,31.602995984451354,1972.3265665690142,2049.468616732896,15.495825417546719,0.15966953591254535,T01
16.25,393,2023.0626080004797,31.291075579730148,1981.0340356445329,2050.5689780249404,15.989152426403825,0.14575570017499556,T01
16.75,344,2027.8739009955752,24.380284869340073,1997.155865885415,2050.8716345214866,16.49177251095682,0.13340522281313882,T01
17.25,285,2030.7879545273236,22.456601404747587,2001.2926546223975,2051.794902451992,17.00387404302425,0.12231327685121446,T01
17.75,225,2033.815498501581,18.76601117961421,2010.5272648111975,2051.9769402444767,17.489359986431577,0.11243274169929805,T01
18.25,255,2035.9658780624684,17.7805409061692,2011.7435281687783,2053.0097086588553,17.99670931917586,0.1035519328379211,T01
18.75,197,2036.690057931412,16.772618611481004,2016.7960530037778,2054.223529459638,18.499283985065148,0.09552068935888866,T01
19.25,163,2040.225250499171,13.433466642707634,2018.7450021158838,2054.865959388472,18.966940311466686,0.088422387577737,T01
19.75,135,2039.1646055535814,15.06561535308282,2019.8012792968757,2054.406777343751,19.503682507915425,0.08183278002300085,T01
20.25,165,2042.1288118994594,16.14105077750176,2025.18771091627,2056.992012532556,19.99365297665272,0.07602989153189386,T01
20.75,118,2043.6825725675694,12.607505639552613,2025.3570121256528,2057.270608317063,20.492474304642805,0.0707188938768087,T01
21.25,106,2045.2965746509744,11.616706224468347,2029.48669840495,2058.433197021489,21.008467574576123,0.06589550774292939,T01
21.75,77,2045.5987304609023,12.342208013922765,2029.1530069987002,2059.914060872398,21.487700402033994,0.06146373991301951,T01
22.25,70,2045.5616641245367,13.355529606365442,2032.7276245117216,2060.4392944335955,21.99416627814275,0.05741149431010344,T01
