image,T-LE,M-LE,R-LE,T-Body,M-Body,R-Body
DJI_0055_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_0_1.JPG,0.0,0.0,0.008141824011270001,0.0,0.0,0.0
DJI_0091_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_1_2.JPG,0.0,0.0,0.0,0.0,0.00190494661845,0.0
DJI_0091_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0091_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.020963884465139998
DJI_0102_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_1_2.JPG,0.0,0.0,0.0,0.0,0.00080497049289,0.0
DJI_0102_1_3.JPG,0.0,0.00119939226813,0.0,0.0,0.0,0.0
DJI_0102_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0102_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0111_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0112_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.001249728221535
DJI_0157_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0157_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_0_3.JPG,0.0,0.0,0.0008507945100599999,0.0,0.0,0.0006548325366
DJI_0169_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0169_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_0_3.JPG,0.0,0.0,0.0010287950831999997,0.0,0.0,0.00169668135756
DJI_0170_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0170_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0174_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0180_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_1_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_1_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_2_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_2_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_2_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_2_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_2_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0181_2_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_0_0.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_0_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_0_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_0_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_0_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_0_5.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_1_0.JPG,0.0,0.0,0.0,0.0,0.00392116787712,0.0
DJI_0182_1_1.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_1_2.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_1_3.JPG,0.0,0.0,0.0,0.0,0.0,0.0
DJI_0182_1_4.JPG,0.0,0.0,0.0,0.0,0.0,0.0
